No,Surname,Other Names,County Code,County Name,Constituency Code,Constituency Name,Ward Code,Ward Name,Party Code,Political Party Name,Abbrv,Notes
2790,David Mwangangi,David Mwangangi,15,Kitui,69,Mwingi Central,341,Kivou,63,Devolution Party of Kenya,DPK,
2791,Nicholas Kithikii,Nicholas Kithikii,15,Kitui,69,Mwingi Central,341,Kivou,IND,Independent,IND,
2792,Fredrick Kyalo,Fredrick Kyalo,15,Kitui,69,Mwingi Central,341,Kivou,38,Peoples Empowerment Party,PEP,
2793,Jonathan Kitheka,Jonathan Kitheka,15,Kitui,69,Mwingi Central,341,Kivou,IND,Independent,IND,
2794,Charles Kyalo,Charles Kyalo,15,Kitui,69,Mwingi Central,341,Kivou,36,Chama Cha Uzalendo,CCU,
2795,Patrick Mwoni,Patrick Mwoni,15,Kitui,69,Mwingi Central,342,Nguni,29,National Rainbow Coalition,NARC,
2796,Jefason Ngui,Jefason Ngui,15,Kitui,69,Mwingi Central,342,Nguni,15,Party for Development and Reform,PDR,
2797,Samuel Mutisya,Samuel Mutisya,15,Kitui,69,Mwingi Central,342,Nguni,67,Maendeleo Chap Chap Party,MCCP,
2798,Nelson Kilonzo,Nelson Kilonzo,15,Kitui,69,Mwingi Central,342,Nguni,IND,Independent,IND,
2799,Peter Kilonzo,Peter Kilonzo,15,Kitui,69,Mwingi Central,342,Nguni,36,Chama Cha Uzalendo,CCU,
2800,Dinah Mwako,Dinah Mwako,15,Kitui,69,Mwingi Central,342,Nguni,IND,Independent,IND,
2801,Alex Ngau,Alex Ngau,15,Kitui,69,Mwingi Central,343,Nuu,36,Chama Cha Uzalendo,CCU,
2802,Boniface Peter,Boniface Peter,15,Kitui,69,Mwingi Central,343,Nuu,67,Maendeleo Chap Chap Party,MCCP,
2803,Binchon Nyamu,Binchon Nyamu,15,Kitui,69,Mwingi Central,343,Nuu,IND,Independent,IND,
2804,Charles Kiema,Charles Kiema,15,Kitui,69,Mwingi Central,343,Nuu,IND,Independent,IND,
2805,Daniel Musyoka,Daniel Musyoka,15,Kitui,69,Mwingi Central,343,Nuu,TEST2017,Test Party,TEST,
2806,Julius Mwanzi,Julius Mwanzi,15,Kitui,69,Mwingi Central,343,Nuu,29,National Rainbow Coalition,NARC,
2807,Erick,Erick,15,Kitui,69,Mwingi Central,343,Nuu,38,Peoples Empowerment Party,PEP,
2808,James Kitonga,James Kitonga,15,Kitui,69,Mwingi Central,344,Mui,IND,Independent,IND,
2809,Felix Mwendwa,Felix Mwendwa,15,Kitui,69,Mwingi Central,344,Mui,38,Peoples Empowerment Party,PEP,
2810,Sarah,Sarah,15,Kitui,69,Mwingi Central,344,Mui,36,Chama Cha Uzalendo,CCU,
2811,Amos Kimanzi,Amos Kimanzi,15,Kitui,69,Mwingi Central,344,Mui,67,Maendeleo Chap Chap Party,MCCP,
2812,Stanislous Musee,Stanislous Musee,15,Kitui,69,Mwingi Central,344,Mui,63,Devolution Party of Kenya,DPK,
2813,"Jacob Mbaya
Kavolonza","Jacob Mbaya
Kavolonza",15,Kitui,69,Mwingi Central,344,Mui,15,Party for Development and Reform,PDR,
2814,Cornelius Ngumbau,Cornelius Ngumbau,15,Kitui,69,Mwingi Central,344,Mui,IND,Independent,IND,
2815,Timothy Mwendwa,Timothy Mwendwa,15,Kitui,69,Mwingi Central,344,Mui,29,National Rainbow Coalition,NARC,
2816,Victor Sila,Victor Sila,15,Kitui,69,Mwingi Central,345,Waita,38,Peoples Empowerment Party,PEP,
2817,Mutemi Mutunga,Mutemi Mutunga,15,Kitui,69,Mwingi Central,345,Waita,64,United Democratic Party,UDP,
2818,Joshua Mwendwa,Joshua Mwendwa,15,Kitui,69,Mwingi Central,345,Waita,IND,Independent,IND,
2819,Deiys Maithya,Deiys Maithya,15,Kitui,69,Mwingi Central,345,Waita,IND,Independent,IND,
2820,James Mutemi,James Mutemi,15,Kitui,69,Mwingi Central,345,Waita,63,Devolution Party of Kenya,DPK,
2821,Benard Mutia,Benard Mutia,15,Kitui,69,Mwingi Central,345,Waita,IND,Independent,IND,
2822,Onesmus Masya,Onesmus Masya,15,Kitui,69,Mwingi Central,345,Waita,IND,Independent,IND,
2823,Peter Matiti,Peter Matiti,15,Kitui,69,Mwingi Central,345,Waita,15,Party for Development and Reform,PDR,
2824,Kiluti Peter,Kiluti Peter,15,Kitui,69,Mwingi Central,345,Waita,36,Chama Cha Uzalendo,CCU,
2825,Mbunza Mwangu,Mbunza Mwangu,15,Kitui,70,Kitui West,346,Mutonguni,67,Maendeleo Chap Chap Party,MCCP,
2826,Muusi Kiio,Muusi Kiio,15,Kitui,70,Kitui West,346,Mutonguni,67,Maendeleo Chap Chap Party,MCCP,
2827,Stephen Mwendwa,Stephen Mwendwa,15,Kitui,70,Kitui West,346,Mutonguni,15,Party for Development and Reform,PDR,
2828,Musee,Musee,15,Kitui,70,Kitui West,346,Mutonguni,47,Farmers Party,FP,
2829,Sammy Kaia,Sammy Kaia,15,Kitui,70,Kitui West,346,Mutonguni,31,Kenya Patriots Party,KPP,
2830,Baridi Felix Daudi,Baridi Felix Daudi,15,Kitui,70,Kitui West,346,Mutonguni,38,Peoples Empowerment Party,PEP,
2831,Douglas Mbuvi,Douglas Mbuvi,15,Kitui,70,Kitui West,346,Mutonguni,51,National Party of Kenya,NPK,
2832,Sylvester Mulyungi,Sylvester Mulyungi,15,Kitui,70,Kitui West,346,Mutonguni,IND,Independent,IND,
2833,Lewis Kamwithi,Lewis Kamwithi,15,Kitui,70,Kitui West,346,Mutonguni,75,Empowerment and Liberation Party,ELP,
2834,Stephen Mutiwa,Stephen Mutiwa,15,Kitui,70,Kitui West,346,Mutonguni,17,Agano Party,AGANO,
2835,Evelyn Nzambi,Evelyn Nzambi,15,Kitui,70,Kitui West,346,Mutonguni,63,Devolution Party of Kenya,DPK,
2836,Brian Ngula,Brian Ngula,15,Kitui,70,Kitui West,347,Kauwi,IND,Independent,IND,
2837,Martin Mumo,Martin Mumo,15,Kitui,70,Kitui West,347,Kauwi,38,Peoples Empowerment Party,PEP,
2838,Justus Musumbi,Justus Musumbi,15,Kitui,70,Kitui West,347,Kauwi,63,Devolution Party of Kenya,DPK,
2839,Mutisya,Mutisya,15,Kitui,70,Kitui West,347,Kauwi,47,Farmers Party,FP,
2840,Kiiyo,Kiiyo,15,Kitui,70,Kitui West,347,Kauwi,IND,Independent,IND,
2841,Jane,Jane,15,Kitui,70,Kitui West,347,Kauwi,15,Party for Development and Reform,PDR,
2842,Sylvester Munyalo,Sylvester Munyalo,15,Kitui,70,Kitui West,348,Matinyani,38,Peoples Empowerment Party,PEP,
2843,Anthony Ndeleva,Anthony Ndeleva,15,Kitui,70,Kitui West,348,Matinyani,67,Maendeleo Chap Chap Party,MCCP,
2844,Samuel Munyoki,Samuel Munyoki,15,Kitui,70,Kitui West,348,Matinyani,29,National Rainbow Coalition,NARC,
2845,Antony Kyalo,Antony Kyalo,15,Kitui,70,Kitui West,348,Matinyani,15,Party for Development and Reform,PDR,
2846,Charles Kyalo,Charles Kyalo,15,Kitui,70,Kitui West,348,Matinyani,36,Chama Cha Uzalendo,CCU,
2847,Peter Muli,Peter Muli,15,Kitui,70,Kitui West,349,Kwa Mutonga/Kithumula,38,Peoples Empowerment Party,PEP,
2848,Felistus Mutanu,Felistus Mutanu,15,Kitui,70,Kitui West,349,Kwa Mutonga/Kithumula,67,Maendeleo Chap Chap Party,MCCP,
2849,Dickson Kasomo,Dickson Kasomo,15,Kitui,70,Kitui West,349,Kwa Mutonga/Kithumula,63,Devolution Party of Kenya,DPK,
2850,Justus Mike,Justus Mike,15,Kitui,70,Kitui West,349,Kwa Mutonga/Kithumula,IND,Independent,IND,
2851,Robert Kamanda,Robert Kamanda,15,Kitui,70,Kitui West,349,Kwa Mutonga/Kithumula,31,Kenya Patriots Party,KPP,
2852,Paul,Paul,15,Kitui,70,Kitui West,349,Kwa Mutonga/Kithumula,IND,Independent,IND,
2853,Japheth Kasuu,Japheth Kasuu,15,Kitui,70,Kitui West,349,Kwa Mutonga/Kithumula,29,National Rainbow Coalition,NARC,
2854,Pius,Pius,15,Kitui,70,Kitui West,349,Kwa Mutonga/Kithumula,9,Kenya National Congress,KNC,
2855,Mwanzia,Mwanzia,15,Kitui,70,Kitui West,349,Kwa Mutonga/Kithumula,IND,Independent,IND,
2856,Boniface Kivisu,Boniface Kivisu,15,Kitui,70,Kitui West,349,Kwa Mutonga/Kithumula,36,Chama Cha Uzalendo,CCU,
2857,David,David,15,Kitui,70,Kitui West,349,Kwa Mutonga/Kithumula,15,Party for Development and Reform,PDR,
2858,Stephen Kiluu,Stephen Kiluu,15,Kitui,70,Kitui West,349,Kwa Mutonga/Kithumula,30,Kenya African Democratic Union - Asili,KADU-ASILI,
2859,Jacob Mutuku,Jacob Mutuku,15,Kitui,71,Kitui Rural,350,Kisasi,67,Maendeleo Chap Chap Party,MCCP,
2860,Mwangi,Mwangi,15,Kitui,71,Kitui Rural,350,Kisasi,TEST2017,Test Party,TEST,
2861,Charles Mbithi,Charles Mbithi,15,Kitui,71,Kitui Rural,350,Kisasi,47,Farmers Party,FP,
2862,Kalovo,Kalovo,15,Kitui,71,Kitui Rural,350,Kisasi,38,Peoples Empowerment Party,PEP,
2863,Emeritus Kasee,Emeritus Kasee,15,Kitui,71,Kitui Rural,350,Kisasi,15,Party for Development and Reform,PDR,
2864,Nicholas Muema,Nicholas Muema,15,Kitui,71,Kitui Rural,350,Kisasi,41,United Democratic Movement,UDM,
2865,Fillex Katiwa,Fillex Katiwa,15,Kitui,71,Kitui Rural,350,Kisasi,36,Chama Cha Uzalendo,CCU,
2866,Peter Kiema,Peter Kiema,15,Kitui,71,Kitui Rural,350,Kisasi,17,Agano Party,AGANO,
2867,Christine Mwikali,Christine Mwikali,15,Kitui,71,Kitui Rural,350,Kisasi,63,Devolution Party of Kenya,DPK,
2868,Grogan Tito,Grogan Tito,15,Kitui,71,Kitui Rural,351,Mbitini,30,Kenya African Democratic Union - Asili,KADU-ASILI,
2869,Fredrick Mulonzya,Fredrick Mulonzya,15,Kitui,71,Kitui Rural,351,Mbitini,IND,Independent,IND,
2870,Jones Dan,Jones Dan,15,Kitui,71,Kitui Rural,351,Mbitini,64,United Democratic Party,UDP,
2871,Joseph Mbali,Joseph Mbali,15,Kitui,71,Kitui Rural,351,Mbitini,IND,Independent,IND,
2872,Henry Mumo,Henry Mumo,15,Kitui,71,Kitui Rural,351,Mbitini,63,Devolution Party of Kenya,DPK,
2873,Nicholas Nzomo,Nicholas Nzomo,15,Kitui,71,Kitui Rural,351,Mbitini,15,Party for Development and Reform,PDR,
2874,Nzavu,Nzavu,15,Kitui,71,Kitui Rural,351,Mbitini,IND,Independent,IND,
2875,Lucas Mutuku,Lucas Mutuku,15,Kitui,71,Kitui Rural,351,Mbitini,36,Chama Cha Uzalendo,CCU,
2876,James Mwanzia,James Mwanzia,15,Kitui,71,Kitui Rural,351,Mbitini,38,Peoples Empowerment Party,PEP,
2877,George Souza,George Souza,15,Kitui,71,Kitui Rural,352,Kwavonza/Yatta,IND,Independent,IND,
2878,John Mutuku Mbaki,John Mutuku Mbaki,15,Kitui,71,Kitui Rural,352,Kwavonza/Yatta,38,Peoples Empowerment Party,PEP,
2879,John Kimanthi,John Kimanthi,15,Kitui,71,Kitui Rural,352,Kwavonza/Yatta,9,Kenya National Congress,KNC,
2880,Dan Mulinga,Dan Mulinga,15,Kitui,71,Kitui Rural,352,Kwavonza/Yatta,67,Maendeleo Chap Chap Party,MCCP,
2881,Danlewis B Mwavu,Danlewis B Mwavu,15,Kitui,71,Kitui Rural,352,Kwavonza/Yatta,7,Party of Independent Candidates of Kenya,PICK,
2882,Joseph Mwongela,Joseph Mwongela,15,Kitui,71,Kitui Rural,352,Kwavonza/Yatta,56,Forum for Republican Democracy,FORD,
2883,Mwinzi,Mwinzi,15,Kitui,71,Kitui Rural,352,Kwavonza/Yatta,IND,Independent,IND,
2884,Sebastian Mwangangi,Sebastian Mwangangi,15,Kitui,71,Kitui Rural,352,Kwavonza/Yatta,31,Kenya Patriots Party,KPP,
2885,Silvesters Willy,Silvesters Willy,15,Kitui,71,Kitui Rural,352,Kwavonza/Yatta,63,Devolution Party of Kenya,DPK,
2886,Mark Kitute,Mark Kitute,15,Kitui,71,Kitui Rural,352,Kwavonza/Yatta,15,Party for Development and Reform,PDR,
2887,Stanlus Musyoka,Stanlus Musyoka,15,Kitui,71,Kitui Rural,352,Kwavonza/Yatta,IND,Independent,IND,
2888,Cyrus Nzomo,Cyrus Nzomo,15,Kitui,71,Kitui Rural,353,Kanyangi,IND,Independent,IND,
2889,Jones Musembi,Jones Musembi,15,Kitui,71,Kitui Rural,353,Kanyangi,15,Party for Development and Reform,PDR,
2890,Antony Savi,Antony Savi,15,Kitui,71,Kitui Rural,353,Kanyangi,44,Party of Democratic Unity,PDU,
2891,Andrew Ndisya,Andrew Ndisya,15,Kitui,71,Kitui Rural,353,Kanyangi,IND,Independent,IND,
2892,Francis,Francis,15,Kitui,71,Kitui Rural,353,Kanyangi,38,Peoples Empowerment Party,PEP,
2893,Nzuki,Nzuki,15,Kitui,71,Kitui Rural,353,Kanyangi,IND,Independent,IND,
2894,Titus,Titus,15,Kitui,72,Kitui Central,354,Miambani,IND,Independent,IND,
2895,Benard Nzoka,Benard Nzoka,15,Kitui,72,Kitui Central,354,Miambani,IND,Independent,IND,
2896,Amos Mwangangi,Amos Mwangangi,15,Kitui,72,Kitui Central,354,Miambani,15,Party for Development and Reform,PDR,
2897,Raphael Muvengei,Raphael Muvengei,15,Kitui,72,Kitui Central,354,Miambani,IND,Independent,IND,
2898,Mwinzi,Mwinzi,15,Kitui,72,Kitui Central,354,Miambani,67,Maendeleo Chap Chap Party,MCCP,
2899,Alex Mutambu,Alex Mutambu,15,Kitui,72,Kitui Central,354,Miambani,38,Peoples Empowerment Party,PEP,
2900,Musyoka Mbava,Musyoka Mbava,15,Kitui,72,Kitui Central,354,Miambani,IND,Independent,IND,
2901,Patricia Nzambi,Patricia Nzambi,15,Kitui,72,Kitui Central,354,Miambani,64,United Democratic Party,UDP,
2902,Elijah Malwa,Elijah Malwa,15,Kitui,72,Kitui Central,354,Miambani,IND,Independent,IND,
2903,Patrick Mwendwa,Patrick Mwendwa,15,Kitui,72,Kitui Central,355,Township,63,Devolution Party of Kenya,DPK,
2904,Musee Nduku,Musee Nduku,15,Kitui,72,Kitui Central,355,Township,IND,Independent,IND,
2905,Hussein,Hussein,15,Kitui,72,Kitui Central,355,Township,36,Chama Cha Uzalendo,CCU,
2906,Daniel Ngoima,Daniel Ngoima,15,Kitui,72,Kitui Central,355,Township,15,Party for Development and Reform,PDR,
2907,Mbuvi,Mbuvi,15,Kitui,72,Kitui Central,355,Township,29,National Rainbow Coalition,NARC,
2908,Charles Kyalo,Charles Kyalo,15,Kitui,72,Kitui Central,355,Township,9,Kenya National Congress,KNC,
2909,Robinson Katana,Robinson Katana,15,Kitui,72,Kitui Central,355,Township,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
2910,Anthony Ndooh,Anthony Ndooh,15,Kitui,72,Kitui Central,355,Township,38,Peoples Empowerment Party,PEP,
2911,Wilfred Ngoshi,Wilfred Ngoshi,15,Kitui,72,Kitui Central,355,Township,67,Maendeleo Chap Chap Party,MCCP,
2912,David Musyoka,David Musyoka,15,Kitui,72,Kitui Central,356,Kyangwithya West,67,Maendeleo Chap Chap Party,MCCP,
2913,Boniface Kilungya,Boniface Kilungya,15,Kitui,72,Kitui Central,356,Kyangwithya West,38,Peoples Empowerment Party,PEP,
2914,Sammy,Sammy,15,Kitui,72,Kitui Central,356,Kyangwithya West,IND,Independent,IND,
2915,Gustavus Mwambui,Gustavus Mwambui,15,Kitui,72,Kitui Central,356,Kyangwithya West,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
2916,Michael Mulwa,Michael Mulwa,15,Kitui,72,Kitui Central,356,Kyangwithya West,36,Chama Cha Uzalendo,CCU,
2917,Michael Mutisya,Michael Mutisya,15,Kitui,72,Kitui Central,356,Kyangwithya West,63,Devolution Party of Kenya,DPK,
2918,Johnray Ngungu,Johnray Ngungu,15,Kitui,72,Kitui Central,356,Kyangwithya West,30,Kenya African Democratic Union - Asili,KADU-ASILI,
2919,Christopher Nzilu,Christopher Nzilu,15,Kitui,72,Kitui Central,356,Kyangwithya West,IND,Independent,IND,
2920,George Mwema,George Mwema,15,Kitui,72,Kitui Central,356,Kyangwithya West,15,Party for Development and Reform,PDR,
2921,Jehoshaphat Nzamba,Jehoshaphat Nzamba,15,Kitui,72,Kitui Central,357,Mulango,IND,Independent,IND,
2922,Benjamin Nguthu,Benjamin Nguthu,15,Kitui,72,Kitui Central,357,Mulango,63,Devolution Party of Kenya,DPK,
2923,Daniel Mwongela,Daniel Mwongela,15,Kitui,72,Kitui Central,357,Mulango,67,Maendeleo Chap Chap Party,MCCP,
2924,Mwendwa,Mwendwa,15,Kitui,72,Kitui Central,357,Mulango,15,Party for Development and Reform,PDR,
2925,James Musulu,James Musulu,15,Kitui,72,Kitui Central,357,Mulango,38,Peoples Empowerment Party,PEP,
2926,Ngovi,Ngovi,15,Kitui,72,Kitui Central,357,Mulango,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
2927,Damaris Sovia,Damaris Sovia,15,Kitui,72,Kitui Central,358,Kyangwithya East,36,Chama Cha Uzalendo,CCU,
2928,John Mwendwa,John Mwendwa,15,Kitui,72,Kitui Central,358,Kyangwithya East,38,Peoples Empowerment Party,PEP,
2929,Kelvin Mutisya,Kelvin Mutisya,15,Kitui,72,Kitui Central,358,Kyangwithya East,67,Maendeleo Chap Chap Party,MCCP,
2930,Boniface Maundu,Boniface Maundu,15,Kitui,72,Kitui Central,358,Kyangwithya East,IND,Independent,IND,
2931,Titus Kimanzi,Titus Kimanzi,15,Kitui,72,Kitui Central,358,Kyangwithya East,IND,Independent,IND,
2932,Vincent Nzyoki,Vincent Nzyoki,15,Kitui,72,Kitui Central,358,Kyangwithya East,75,Empowerment and Liberation Party,ELP,
2933,Alexander Munuve,Alexander Munuve,15,Kitui,72,Kitui Central,358,Kyangwithya East,15,Party for Development and Reform,PDR,
2934,Theophilus Muthengi,Theophilus Muthengi,15,Kitui,72,Kitui Central,358,Kyangwithya East,64,United Democratic Party,UDP,
2935,Boniface Mutia,Boniface Mutia,15,Kitui,72,Kitui Central,358,Kyangwithya East,IND,Independent,IND,
2936,James Katee,James Katee,15,Kitui,72,Kitui Central,358,Kyangwithya East,IND,Independent,IND,
2937,Mary Mukeli,Mary Mukeli,15,Kitui,72,Kitui Central,358,Kyangwithya East,63,Devolution Party of Kenya,DPK,
2938,Kelvin Mwendwa,Kelvin Mwendwa,15,Kitui,72,Kitui Central,358,Kyangwithya East,IND,Independent,IND,
2939,Eunice Mwathi,Eunice Mwathi,15,Kitui,73,Kitui East,359,Zombe/Mwitika,30,Kenya African Democratic Union - Asili,KADU-ASILI,
2940,James Kulla,James Kulla,15,Kitui,73,Kitui East,359,Zombe/Mwitika,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
2941,Justus Mutati,Justus Mutati,15,Kitui,73,Kitui East,359,Zombe/Mwitika,29,National Rainbow Coalition,NARC,
2942,Julius Mutia,Julius Mutia,15,Kitui,73,Kitui East,359,Zombe/Mwitika,IND,Independent,IND,
2943,Samuel,Samuel,15,Kitui,73,Kitui East,359,Zombe/Mwitika,38,Peoples Empowerment Party,PEP,
2944,Muli,Muli,15,Kitui,73,Kitui East,360,Chuluni,67,Maendeleo Chap Chap Party,MCCP,
2945,Samuel Kaloki,Samuel Kaloki,15,Kitui,73,Kitui East,360,Chuluni,33,Kenya African National Union,KANU,
2946,Ruth,Ruth,15,Kitui,73,Kitui East,360,Chuluni,38,Peoples Empowerment Party,PEP,
2947,Robinson Mutwii,Robinson Mutwii,15,Kitui,73,Kitui East,360,Chuluni,15,Party for Development and Reform,PDR,
2948,Wilson Kivava,Wilson Kivava,15,Kitui,73,Kitui East,360,Chuluni,63,Devolution Party of Kenya,DPK,
2949,Fredrick Mwanzia,Fredrick Mwanzia,15,Kitui,73,Kitui East,360,Chuluni,64,United Democratic Party,UDP,
2950,Nicholas Mwalimu,Nicholas Mwalimu,15,Kitui,73,Kitui East,361,Nzambani,15,Party for Development and Reform,PDR,
2951,"James Mbuvi
Wangunze","James Mbuvi
Wangunze",15,Kitui,73,Kitui East,361,Nzambani,38,Peoples Empowerment Party,PEP,
2952,Kyalo,Kyalo,15,Kitui,73,Kitui East,361,Nzambani,67,Maendeleo Chap Chap Party,MCCP,
2953,Alexis Munyao,Alexis Munyao,15,Kitui,73,Kitui East,361,Nzambani,31,Kenya Patriots Party,KPP,
2954,Mathew Ngovi,Mathew Ngovi,15,Kitui,73,Kitui East,361,Nzambani,64,United Democratic Party,UDP,
2955,Nzyoni,Nzyoni,15,Kitui,73,Kitui East,362,Voo/Kyamatu,IND,Independent,IND,
2956,Julius Chale,Julius Chale,15,Kitui,73,Kitui East,362,Voo/Kyamatu,15,Party for Development and Reform,PDR,
2957,Nelson Kivali,Nelson Kivali,15,Kitui,73,Kitui East,362,Voo/Kyamatu,63,Devolution Party of Kenya,DPK,
2958,Janet Mukai,Janet Mukai,15,Kitui,73,Kitui East,362,Voo/Kyamatu,38,Peoples Empowerment Party,PEP,
2959,Emmanuel Kyundu,Emmanuel Kyundu,15,Kitui,73,Kitui East,362,Voo/Kyamatu,TEST2017,Test Party,TEST,
2960,Francisca Kasyoka,Francisca Kasyoka,15,Kitui,73,Kitui East,363,Endau/Malalani,30,Kenya African Democratic Union - Asili,KADU-ASILI,
2961,Jeremiah Mumo,Jeremiah Mumo,15,Kitui,73,Kitui East,363,Endau/Malalani,64,United Democratic Party,UDP,
2962,Paul Ngei,Paul Ngei,15,Kitui,73,Kitui East,363,Endau/Malalani,15,Party for Development and Reform,PDR,
2963,Mwove,Mwove,15,Kitui,73,Kitui East,363,Endau/Malalani,13,Democratic Party of Kenya,DP,
2964,Francis Mwanduka,Francis Mwanduka,15,Kitui,73,Kitui East,363,Endau/Malalani,9,Kenya National Congress,KNC,
2965,Daniel Ngio,Daniel Ngio,15,Kitui,73,Kitui East,363,Endau/Malalani,38,Peoples Empowerment Party,PEP,
2966,Fredrick   Mwilu,Fredrick   Mwilu,15,Kitui,73,Kitui East,363,Endau/Malalani,IND,Independent,IND,
2967,Mwanzau,Mwanzau,15,Kitui,73,Kitui East,363,Endau/Malalani,7,Party of Independent Candidates of Kenya,PICK,
2968,Mwisiwa Franklin,Mwisiwa Franklin,15,Kitui,73,Kitui East,363,Endau/Malalani,TEST2017,Test Party,TEST,
2969,Andrew Kyalo,Andrew Kyalo,15,Kitui,73,Kitui East,363,Endau/Malalani,17,Agano Party,AGANO,
2970,Marshall Moki,Marshall Moki,15,Kitui,73,Kitui East,363,Endau/Malalani,1,National Rainbow Coalition - Kenya,"NARC-
KENYA",
2971,Nyamai,Nyamai,15,Kitui,73,Kitui East,363,Endau/Malalani,56,Forum for Republican Democracy,FORD,
2972,Stephen Kainda,Stephen Kainda,15,Kitui,73,Kitui East,363,Endau/Malalani,31,Kenya Patriots Party,KPP,
2973,Watson Nzini,Watson Nzini,15,Kitui,73,Kitui East,363,Endau/Malalani,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
2974,Titus Sylvester,Titus Sylvester,15,Kitui,73,Kitui East,363,Endau/Malalani,47,Farmers Party,FP,
2975,Grace Mwakali,Grace Mwakali,15,Kitui,73,Kitui East,363,Endau/Malalani,63,Devolution Party of Kenya,DPK,
2976,Aron Kilonzi,Aron Kilonzi,15,Kitui,73,Kitui East,364,Mutito/Kaliku,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
2977,Daniel Maluki,Daniel Maluki,15,Kitui,73,Kitui East,364,Mutito/Kaliku,64,United Democratic Party,UDP,
2978,Mulwa,Mulwa,15,Kitui,73,Kitui East,364,Mutito/Kaliku,56,Forum for Republican Democracy,FORD,
2979,Daniel Masila,Daniel Masila,15,Kitui,73,Kitui East,364,Mutito/Kaliku,TEST2017,Test Party,TEST,
2980,Daniel Muinde,Daniel Muinde,15,Kitui,73,Kitui East,364,Mutito/Kaliku,63,Devolution Party of Kenya,DPK,
2981,Joseph Kavinga,Joseph Kavinga,15,Kitui,73,Kitui East,364,Mutito/Kaliku,36,Chama Cha Uzalendo,CCU,
2982,Daniel,Daniel,15,Kitui,73,Kitui East,364,Mutito/Kaliku,67,Maendeleo Chap Chap Party,MCCP,
2983,Daniel,Daniel,15,Kitui,73,Kitui East,364,Mutito/Kaliku,IND,Independent,IND,
2984,David Nzioka,David Nzioka,15,Kitui,73,Kitui East,364,Mutito/Kaliku,15,Party for Development and Reform,PDR,
2985,Dominic Maluki,Dominic Maluki,15,Kitui,73,Kitui East,364,Mutito/Kaliku,IND,Independent,IND,
2986,Eric Mutunga,Eric Mutunga,15,Kitui,73,Kitui East,364,Mutito/Kaliku,75,Empowerment and Liberation Party,ELP,
2987,Annastacia Mwathi,Annastacia Mwathi,15,Kitui,73,Kitui East,364,Mutito/Kaliku,38,Peoples Empowerment Party,PEP,
2988,Joseph Ndunda,Joseph Ndunda,15,Kitui,73,Kitui East,364,Mutito/Kaliku,IND,Independent,IND,
2989,John,John,15,Kitui,74,Kitui South,365,Ikanga/Kyatune,67,Maendeleo Chap Chap Party,MCCP,
2990,Queen Moli,Queen Moli,15,Kitui,74,Kitui South,365,Ikanga/Kyatune,38,Peoples Empowerment Party,PEP,
2991,Anthony Kyusya,Anthony Kyusya,15,Kitui,74,Kitui South,365,Ikanga/Kyatune,36,Chama Cha Uzalendo,CCU,
2992,Cyrus Kisavi,Cyrus Kisavi,15,Kitui,74,Kitui South,365,Ikanga/Kyatune,15,Party for Development and Reform,PDR,
2993,Benard B,Benard B,15,Kitui,74,Kitui South,366,Mutomo,67,Maendeleo Chap Chap Party,MCCP,
2994,David Masaku,David Masaku,15,Kitui,74,Kitui South,366,Mutomo,IND,Independent,IND,
2995,Dominic,Dominic,15,Kitui,74,Kitui South,366,Mutomo,36,Chama Cha Uzalendo,CCU,
2996,Jackson Nzangi,Jackson Nzangi,15,Kitui,74,Kitui South,366,Mutomo,15,Party for Development and Reform,PDR,
2997,Kennedy Lumumba,Kennedy Lumumba,15,Kitui,74,Kitui South,366,Mutomo,63,Devolution Party of Kenya,DPK,
2998,Dominic Mwamisi,Dominic Mwamisi,15,Kitui,74,Kitui South,367,Mutha,36,Chama Cha Uzalendo,CCU,
2999,Annthony,Annthony,15,Kitui,74,Kitui South,367,Mutha,15,Party for Development and Reform,PDR,
3000,Allan Kavindi,Allan Kavindi,15,Kitui,74,Kitui South,367,Mutha,38,Peoples Empowerment Party,PEP,
3001,Onesmus Muimi,Onesmus Muimi,15,Kitui,74,Kitui South,367,Mutha,63,Devolution Party of Kenya,DPK,
3002,Augustus Mutemi,Augustus Mutemi,15,Kitui,74,Kitui South,367,Mutha,IND,Independent,IND,
3003,Zephyline Katinda,Zephyline Katinda,15,Kitui,74,Kitui South,368,Ikutha,38,Peoples Empowerment Party,PEP,
3004,Daniel Mwita,Daniel Mwita,15,Kitui,74,Kitui South,368,Ikutha,47,Farmers Party,FP,
3005,Kitavi,Kitavi,15,Kitui,74,Kitui South,368,Ikutha,TEST2017,Test Party,TEST,
3006,Kasanga,Kasanga,15,Kitui,74,Kitui South,368,Ikutha,67,Maendeleo Chap Chap Party,MCCP,
3007,Geoffrey Muli,Geoffrey Muli,15,Kitui,74,Kitui South,368,Ikutha,15,Party for Development and Reform,PDR,
